instance_id,description,init,get_agent_result,get_ground_truth,ground_truth,comparison_method
7_bootstrap.json_9,"In this experiment, you will be asked to find the number of lines for each type of file in a directory specified during the initialization step. You are required to find the count of lines for the following types of files: .txt, .csv, and .log. Your answer should be in the format of `TXT_COUNT CSV_COUNT LOG_COUNT`, separated by spaces.

To make it more challenging, you need to find the line count by only using a single command. You are allowed to use pipes to pass the output of one command to another if needed.

Make sure not to count empty lines or lines that only contain whitespaces (spaces or tabs).","#!/bin/bash
mkdir -p experiment && cd experiment
echo -e ""Ubuntu\nDebian\nArch\n"" > distros.txt
echo -e ""John,Doe,30\nJane,Doe,28\n"" > sample.csv
echo -e ""2022-01-01 14:34:21 [INFO] Server Started.\n"" > server.log",,find . \( -iname '*.txt' -o -iname '*.csv' -o -iname '*.log' \) -exec cat {} + | grep -v '^$' | grep -v '^[[:space:]]*$' | wc -l,,check/integer-match.py
7_bootstrap.json_10,"In this problem, you are required to count the total number of lines and the total number of words in all '*.txt' files in your current working directory. The output should be an integer value which calculates the sum of the total number of lines and the total number of words as a single integer.

Note: Make sure to consider only '*.txt' files in the current working directory and ignore files in subdirectories.","#!/bin/bash

# Create sample txt files for testing
echo ""This is a sample text file."" > file1.txt
echo ""This txt file will be used as an example to test your code."" > file2.txt
echo ""Please make sure to only count lines and words in '*.txt' files."" > file3.txt

# Create a sample subdirectory with a txt file
mkdir subdir
echo ""This txt file should not be included in the count."" > subdir/file4.txt",,"#!/bin/bash

# Count total lines and words in all '*.txt' files in the current working directory
find . -maxdepth 1 -iname ""*.txt"" -exec wc -lw {} + | awk 'END {print $1 + $2}'",,check/integer-match.py
7_bootstrap.json_11,"You have been given a task to analyze the file permissions of all the files in a specific directory. You need to calculate the sum of the octal file permissions of each file in the directory. Assume that there are no subdirectories, only regular files in the given directory.

The given directory is `./task_directory`","#!/bin/bash

mkdir task_directory
cd task_directory

echo ""Simple text"" >file1.txt
echo ""Another example"" >file2.txt
echo ""Third file"" >file3.txt

chmod 654 file1.txt
chmod 711 file2.txt
chmod 600 file3.txt

cd ..",,"#!/bin/bash

cd task_directory

# Get octal file permissions, extract the integer part, add them up
sum=0
for file in *
do
  octal=$(stat -c '%a' ""$file"")
  sum=$((sum + octal))
done

# Print the sum
echo $sum",,check/integer-match.py
7_bootstrap.json_12,"In this problem, you are required to determine the total number of files and directories present in a given directory, as well as the total size (in kilobytes) of those files and directories within that given directory. The answer should be a single integer representing the summation of the total number of files, directories, and their total combined size in kilobytes.

For example, if there are 10 files and 5 directories, and the total combined size of those files and directories is 500 KB, the output would be 515.","#!/bin/bash
mkdir -p test_directory
cd test_directory
echo ""Sample text file 1"" > file1.txt
echo ""Sample text file 2"" > file2.txt
mkdir folder1
echo ""Sample text file 3"" > folder1/file3.txt
cd ..",,"#!/bin/bash
cd test_directory
total_files=$(find . -type f -or -type d | wc -l)
total_size=$(find . -type f -exec stat -c""%s"" {} \; | awk '{sum+=$1} END {print int(sum/1024)}')
result=$((total_files + total_size))
echo ""$result""",,check/integer-match.py
7_bootstrap.json_13,"You are given a folder named ""log_folder"" containing log files from a server. These log files are named in the format ""log_YYYY-MM-DD.txt"" (for example, ""log_2022-10-01.txt""). Your task is to find out the number of log files in the ""log_folder"" that were created exactly 30 days or more ago from the current date.","mkdir -p log_folder
touch log_folder/log_2022-05-01.txt
touch log_folder/log_2022-06-10.txt
touch log_folder/log_2022-07-05.txt
touch log_folder/log_2022-07-15.txt",,"#!/bin/bash
threshold_date=$(date -d ""-30 days"" +'%Y-%m-%d')
counter=0

for file in log_folder/*.txt; do
    file_date=$(basename ""$file"" | awk -F_ -vOFS='-' '{print $2}' | awk -F. -vOFS='-' '{print $1}')
    if [[ ""$file_date"" < ""$threshold_date"" || ""$file_date"" == ""$threshold_date"" ]]; then
        counter=$((counter + 1))
    fi
done

echo $counter",,check/integer-match.py
7_bootstrap.json_14,"As a Linux user, you are asked to calculate the total line count of all the "".txt"" files in a given directory, including its subdirectories. Note that you should only count the lines in the text files that contain at least one occurrence of a specified keyword.

1. The keyword is `keyword` (ignored case)
2. The given directory is `./experiment`","#!/bin/bash

# Set up the directory structure
mkdir -p experiment
cd experiment
echo ""Creating directories and .txt files""
mkdir -p folder1 folder2 folder3
echo ""This is a keyword test"" > folder1/file1.txt
echo ""This is not a keyword test"" > folder1/file2.txt
echo ""Another line"" >> folder1/file2.txt
echo ""Keyword"" > folder2/file3.txt
echo ""Testing keyword again"" > folder3/file4.txt
echo ""Keyword"" >> folder3/file4.txt
cd ..",,"#!/bin/bash

# Enter the created 'experiment' directory
cd experiment

# Check for the keyword
keyword=""keyword""

# Find all the .txt files, filter for lines containing the keyword, and count the total number
find . -type f -name ""*.txt"" -exec grep -i -H ""$keyword"" {} \; | wc -l",,check/integer-match.py
7_bootstrap.json_15,"You have been given the responsibility to manage a list of files with specific naming conventions in your Linux operating system. To do this effectively, you need to perform the following tasks:

1. The given directory is `~/file_analysis`
2. Calculate the sum of odd indexed files
3. The naming convention is `file-{placeholder}.txt` (placeholder is interger)","#!/bin/bash

# Create the file_analysis folder in the home directory
mkdir ~/file_analysis

# Create 100 files within the file_analysis folder
for i in {1..100}; do
  echo $i > ~/file_analysis/file-$i.txt
done",,"#!/bin/bash

# Initialize the sum
sum=0

# Calculate the sum of odd indexed files
for i in {1..100..2}; do
  num=$(cat ~/file_analysis/file-$i.txt)
  sum=$((sum + num))
done

# Output the sum as a single integer
echo $sum",,check/integer-match.py
7_bootstrap.json_16,"In this task, you need to find the total number of files and directories in a given directory, excluding the directory itself and hidden files or directories (files or directories that start with a dot, `.`). To complete this task, you will be provided with an initialization script that sets up the directory, and your goal is to return an integer value representing the total number of non-hidden files and directories within that directory.

The given directory is `./experiment_directory`","#!/bin/bash
mkdir experiment_directory
touch experiment_directory/file1.txt
touch experiment_directory/file2.txt
touch experiment_directory/.hidden_file.txt
mkdir experiment_directory/dir1
mkdir experiment_directory/dir2
mkdir experiment_directory/.hidden_dir",,"#!/bin/bash
ls -l experiment_directory | grep -v ""^d\| \."" | wc -l",,check/integer-match.py
7_bootstrap.json_17,"As a student, you must calculate the total number of bytes used by all the "".txt"" files in a given directory. This directory is created and filled with files using an initialization script. To solve this problem, you need to use the Linux command line tools in your Ubuntu operating system. After calculating the total number of bytes, submit your answer as an integer value.

The given directory is `./problem_directory`","#!/bin/bash

mkdir problem_directory
cd problem_directory

echo ""Hello, World!"" > file1.txt
echo ""Linux is awesome!"" > file2.txt
echo ""This is a test file."" > file3.txt
echo ""Have a productive day!"" > file4.txt
echo ""Random string 12345"" > file5.txt

touch not_included1.pdf
touch not_included2.doc

cd ..",,"find problem_directory -type f -name ""*.txt"" | xargs du -b | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_18,"As a Linux system administrator, you need to monitor the system regularly to ensure it runs smoothly. You have been given a task to collect information on the total generated system load in your Linux (Ubuntu) operating system. The total generated system load is based on three main factors: the number of running processes, the amount of used memory, and the percentage of used disk space.

For this task, you are to write a shell command that combines the three factors as outlined below:

1. Compute the number of running processes. This excludes kernel threads and system processes.
2. Calculate the percentage of used memory (excluding buffers/cache).
3. Calculate the percentage of used disk space on the root (/) partition.

Lastly, return the sum of the three factors as a single integer.",,,"#!/bin/bash
running_processes=$(ps -e -o user | grep -v ""root"" | wc -l)
used_memory_percent=$(free | grep Mem | awk '{print int(($3-$7)/$2 * 100)}')
used_disk_space_percent=$(df -h | grep ""/$"" | awk '{print int($5)}')

total_system_load=$((running_processes + used_memory_percent + used_disk_space_percent))
echo $total_system_load",,check/integer-match.py
7_bootstrap.json_19,"You have been provided with a directory named ""sample_files"" containing text files. These text files represent server logs, with each line representing an entry. Your task is to count the total number of unique IP addresses present across all the log files in the ""sample_files"" directory.","#!/bin/bash
mkdir -p sample_files
cd sample_files

cat <<EOF > server_log1.txt
[2022-01-01 12:56:47] 192.168.1.0 Something happened
[2022-01-02 14:34:12] 192.168.1.1 Another thing happened
[2022-01-03 10:20:38] 192.168.1.0 What just happened
EOF

cat <<EOF > server_log2.txt
[2022-01-04 15:14:59] 192.168.1.2 Nothing happened
[2022-01-05 08:23:07] 192.168.1.1 Something happened again
EOF",,"#!/bin/bash
cd sample_files
grep -oP '\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}' *.txt | sort | uniq | wc -l",,check/integer-match.py
7_bootstrap.json_20,"You are given a directory named ""logs"" containing multiple log files. Each file represents logs generated per day. The filename format is ""log_YYYY-MM-DD.txt"". Your task is to count the occurrences of the word ""error"" (case insensitive) in the log files and sum the errors in all log files.

Your final answer should be the total count of ""error"" occurrences as an integer.","#!/bin/bash
mkdir -p logs
for i in {1..7}
do
    filename=""log_$(date -d ""-$i days"" +""%Y-%m-%d"").txt""
    FILE_PATH=logs/$filename
    touch $FILE_PATH
    for j in {1..30}
    do
        if [ $((RANDOM % 5)) -eq 0 ]
        then
            echo ""Error: something went wrong"" >> $FILE_PATH
        else
            echo ""Debug: this is a debug message"" >> $FILE_PATH
        fi
    done
done",,"#!/bin/bash
total_errors=0

for file in logs/*.txt
do
    count=$(grep -i -o ""error"" $file | wc -l)
    total_errors=$((total_errors + count))
done

echo $total_errors",,check/integer-match.py
7_bootstrap.json_21,"As a student, you are given a Linux directory named ""student_data"" containing multiple text files which represent various students' data. Each file contains a student's ID number, a space, and their test scores in three subjects (Math, Science, and English) separated by spaces.

The format of the content inside the file is as follows:

```
ID_Number Math_Score Science_Score English_Score
```

Please provide the sum of the average scores of each subject rounded down to the nearest integer for all students in the ""student_data"" directory.","#!/bin/bash

mkdir student_data
echo ""1001 84 90 91"" > student_data/student1.txt
echo ""1002 76 89 98"" > student_data/student2.txt
echo ""1003 88 74 80"" > student_data/student3.txt
echo ""1004 92 88 89"" > student_data/student4.txt",,"#!/bin/bash

cd student_data

sum_math_scores=0
sum_science_scores=0
sum_english_scores=0
total_students=0

for file in *.txt; do
  math_score=$(awk '{print $2}' ""$file"")
  science_score=$(awk '{print $3}' ""$file"")
  english_score=$(awk '{print $4}' ""$file"")

  sum_math_scores=$((sum_math_scores + math_score))
  sum_science_scores=$((sum_science_scores + science_score))
  sum_english_scores=$((sum_english_scores + english_score))
  total_students=$((total_students + 1))
done

avg_math_score=$((sum_math_scores / total_students))
avg_science_score=$((sum_science_scores / total_students))
avg_english_score=$((sum_english_scores / total_students))

sum_avg_scores=$((avg_math_score + avg_science_score + avg_english_score))
echo $sum_avg_scores",,check/integer-match.py
7_bootstrap.json_22,"In this problem, you are asked to calculate the total size (in kilobytes) of all regular files in a given directory in your Ubuntu operating system. The directory will be named 'test_directory' and will be located in the home folder. The directory will contain multiple regular files and subdirectories. You only have to calculate the size of regular files in the ""test_directory"" and ignore the files inside subdirectories.

To summarize, you must perform the following tasks:

1. Navigate to the 'test_directory' located in your home folder.
2. Calculate the total size (in kilobytes) of all regular files in the 'test_directory' (ignoring the files inside subdirectories).","#!/bin/bash
mkdir -p ~/test_directory/subdir
echo ""This is a test file."" > ~/test_directory/file1.txt
echo ""This is another test file."" > ~/test_directory/file2.txt
echo ""This is a file inside a subdirectory."" > ~/test_directory/subdir/file3.txt",,find ~/test_directory -maxdepth 1 -type f -print0 | xargs -0 du -ck | awk 'END{print $1}',,check/integer-match.py
7_bootstrap.json_23,"You are given a directory called ""reports"". Inside the directory ""reports"", there are many text files, each containing one line with an integer value. You need to calculate the sum of all integer values from all these text files, and output the result as an integer.

In summary, your task is to:

1. Enter the ""reports"" directory.
2. Read all the text files inside the ""reports"" directory.
3. Calculate the sum of integer values inside each text file.
4. Output the final sum as an integer.","#!/bin/bash

# Remove any previously created 'reports' directory just in case
rm -rf reports

# Create a 'reports' directory, enter it, and create text files with integer values
mkdir reports
cd reports

echo 15 > report1.txt
echo 10 > report2.txt
echo 5 > report3.txt
echo 20 > report4.txt
echo 50 > report5.txt
echo -10 > report6.txt

# Move back to the parent directory
cd ..",,"#!/bin/bash

# Change the current directory to 'reports'
cd reports

# List all the text files in the reports directory
# Read the integer values from the text files
# Sum up all the values and print the result
find . -type f -name '*.txt' | xargs cat | awk '{sum+=$1} END{print sum}'

# Output: 90",,check/integer-match.py
7_bootstrap.json_24,"You are given a directory named 'logs' in your Linux operating system, which contains multiple log files for various days. Each log file has a specific naming format such as ""YYYY-MM-DD.log"". Your task is to count the total number of log files for a particular month provided to you in the format 'YYYY-MM' and return the count as an integer.

The target month is `2021-01`","#!/bin/bash

mkdir -p logs

for month in {1..12}; do
  for day in {1..31}; do
    touch ""logs/2021-$(printf '%02d' $month)-$(printf '%02d' $day).log""
  done
done",,"#!/bin/bash

# Function to count log files for the given month
function count_log_files () {
  input_month=$1
  find logs -type f -name ""*$input_month*.log"" | grep -E ""^logs/[0-9]{4}\-[0-9]{2}\-[0-9]{2}\.log$"" | wc -l
}

# Set input_month as '2021-01' for demonstration
input_month=""2021-01""

# Call the function
count_log_files $input_month",,check/integer-match.py
7_bootstrap.json_25,"The objective of this problem is to make you familiar with the Linux file system and various commands to interact with it. As a student, you need to count the number of files and directories inside a given directory and calculate the sum of their sizes in bytes using shell commands. The output should be the sum of the sizes (in bytes) of all files and directories inside the given directory 'test_directory'.

The given directory is `./test_directory`","#!/bin/bash
mkdir test_directory
cd test_directory
number_of_dirs=$((RANDOM % 5 + 3))
for ((d = 1; d <= number_of_dirs; d++))
do
    mkdir ""subdir_$d""
    cd ""subdir_$d""
    number_of_files=$((RANDOM % 7 + 4))
    for ((f = 1; f <= number_of_files; f++))
    do
        touch ""file_$f""
        echo ""$(cat /dev/urandom | tr -cd '[:alnum:]' | head -c $((RANDOM % 20 + 10)))"" > ""file_$f""
    done
    cd ..
done",,"#!/bin/bash
find test_directory -type f -exec du -b {} + | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_26,"As a student, you are tasked to retrieve the number of lines of code in Python files within a specific directory and all its subdirectories. The directory has been provided to you by the initialization script and contains numerous Python files with the extension `.py`.

Your task is to find the total number of lines of code across all the Python files contained in the provided directory and all its subdirectories.

_Note: Ignore any empty lines. Only count lines with actual code._","#!/bin/bash

mkdir -p question_directory/subdir1
mkdir -p question_directory/subdir2

touch question_directory/file1.py
touch question_directory/file2.py
touch question_directory/subdir1/file3.py
touch question_directory/subdir1/file4.py
touch question_directory/subdir2/file5.py

echo -e ""import os\n\n#print('Hello world')\n"" > question_directory/file1.py
echo -e ""def add(x, y):\n    return x + y"" > question_directory/file2.py
echo -e ""# This is an empty python file"" > question_directory/subdir1/file3.py
echo -e ""import sys\n\nif __name__ == '__main__':\n    print(sys.argv)"" > question_directory/subdir1/file4.py
echo -e ""def multiply(x, y):\n\n    return x * y\n"" > question_directory/subdir2/file5.py",,"find question_directory -type f -name ""*.py"" | xargs grep -vE '^$|^#' | wc -l",,check/integer-match.py
7_bootstrap.json_27,"This problem is designed to test your ability to navigate and manipulate files and directories using Linux command line tools. You have been supplied with an Ubuntu operating system.

There is an initialization bash script that will set up the required environment and files. Your task is to determine the total number of occurrences of a specific word across all '.txt' files in a specific directory.

The given directory is `./target_directory`","#!/bin/bash

# Create target_directory and files for the problem
mkdir -p target_directory
echo 'This linux is a popular operating linux system.' > target_directory/file1.txt
echo 'Linux is basically everywhere, especially in servers.' > target_directory/file2.txt
echo 'Linux is reliable and linux secure.' > target_directory/file3.txt
echo 'Linux distributions like Ubuntu, Arch, and Fedora are popular.' > target_directory/file4.txt",,"#!/bin/bash

# Change the working directory to target_directory
cd target_directory

# Run the grep command to search for the word 'linux' (case insensitive) and count occurrences using wc -l
grep -i -o -r 'linux' . --include='*.txt' | wc -l",,check/integer-match.py
7_bootstrap.json_28,"You are given a directory named `example_files` containing text files with random alphabetic strings and integers in each line. Your task is to calculate the total sum of integers in all the files in the `example_files` directory. Note that you should not consider any number that contains both integers and alphabetic characters.

For example, if a file contains:

```
abc
3
4hj
5
```

Only consider `3` and `5`. The sum for this file would be `8`.","#!/bin/bash
mkdir -p example_files

# Create sample files with random strings and integers
echo ""abc"" > example_files/file1.txt
echo ""3"" >> example_files/file1.txt
echo ""4hj"" >> example_files/file1.txt
echo ""5"" >> example_files/file1.txt

echo ""5"" > example_files/file2.txt
echo ""2"" >> example_files/file2.txt
echo ""9"" >> example_files/file2.txt
echo ""3"" >> example_files/file2.txt

echo ""xyz"" > example_files/file3.txt
echo ""12gh"" >> example_files/file3.txt
echo ""34"" >> example_files/file3.txt
echo ""56"" >> example_files/file3.txt",,"#!/bin/bash
sum=0
# Step 1: Find the files in the directory
files=$(find example_files -type f)

# Step 2-4: Loop through the files, filter lines with only integers and calculate the sum
for file in $files
do
  file_sum=$(cat ""$file"" | grep -E '^[0-9]+$' | awk '{s+=$1}END{print s}')
  sum=$((sum + file_sum))
done

# The output must contain only integers
echo $sum",,check/integer-match.py
7_bootstrap.json_29,"As a student, you are given a task to determine the number of directories, subdirectories and files in a specific directory. You need to write a shell script that will return the exact number of directories, subdirectories and files, excluding the parent directory and the current directory. The final answer should be a single integer (the sum of all directories, subdirectories, and files).

To ensure that everyone is working with the same directory structure, an initialization script has been provided. Execute this script to create the necessary directory structure and files for the problem.

Note: The problem should be solved using the Linux operating system.

The given directory is `./problem_directory`","#!/bin/bash

# Create the necessary directory structure and files
mkdir -p problem_directory/dir{1..3}
mkdir -p problem_directory/dir1/subdir{1..2}
mkdir -p problem_directory/dir2/subdir{3..4}
mkdir -p problem_directory/dir2/subdir3/nestedsubdir{1..2}
touch problem_directory/dir1/file_{a..c}.txt
touch problem_directory/dir2/file_{d..f}.txt
touch problem_directory/dir3/file_{g..i}.txt
touch problem_directory/dir2/subdir4/file_{x..z}",,"#!/bin/bash

cd problem_directory

# Count directories, subdirectories, and files
dir_count=$(find . -type d | wc -l)
file_count=$(find . -type f | wc -l)

# Subtract 1 to exclude the parent directory
dir_count=$((dir_count - 1))

# Calculate the total items
total_items=$((dir_count + file_count))

# Print the final integer output
echo $total_items",,check/integer-match.py
7_bootstrap.json_30,"As a student, you are required to find the total number of lines containing the word ""Linux"" in all text files (*.txt) within a specific directory and its subdirectories. You are given the path to the directory as an input. Your answer should only contain an integer, representing the total number of lines containing the word “Linux"".

The given directory is `./linux_problem`","#!/bin/bash

# Create a directory named ""linux_problem"" if it doesn't exist
mkdir -p linux_problem

# Change the current directory to ""linux_problem""
cd linux_problem

# Create text files with random content and the word ""Linux"" included
echo ""This is a file about Linux"" > file1.txt
echo ""Another line about Linux"" >> file1.txt
echo ""Linux is an open-source operating system"" > file2.txt
echo ""This line does not have the word"" > file3.txt
echo -e ""A file with multiple lines\nLinux is everywhere\nEven here: Linux"" > file4.txt

# Create a subdirectory named ""subdir""
mkdir -p subdir

# Create text files in the subdirectory
echo ""More about Linux in subdir"" > subdir/file5.txt
echo ""We have two lines of Linux here\nLinux is cool"" > subdir/file6.txt",,"#!/bin/bash

# Change the current directory to ""linux_problem""
cd linux_problem

# Find all the text files in the current directory and its subdirectories,
# then use 'grep' to count lines with the word ""Linux"", and finally use 'wc'
# to count the total number of lines from the output
find . -name ""*.txt"" -exec grep -c ""Linux"" {} \; | awk '{sum += $1} END {print sum}'",,check/integer-match.py
7_bootstrap.json_31,"As a student, your task is to find out how many hidden directories are in your home directory and your current working directory. Note that a hidden directory starts with a dot ('.').","#!/bin/bash
cd ~
mkdir -p .hidden-dir1 .hidden-dir2 visible-dir1
cd visible-dir1
mkdir -p .hidden-dir3 visible-dir2",,"#!/bin/bash
num_hidden_home=$(ls -a ~ | grep -E '^\.+' | grep -vE '^\.+$' | wc -l)
num_hidden_cwd=$(ls -a | grep -E '^\.+' | grep -vE '^\.+$' | wc -l)
echo $((num_hidden_home + num_hidden_cwd))",,check/integer-match.py
7_bootstrap.json_32,"You've been given a server's log file named `server.log` containing timestamps of user login activities throughout the day in 24-hour format (e.g. ""23:40""). Your task is to find the total number of logins that happened during the peak hours of 9:00 PM to 11:59 PM.

Create a script to count the number of logins during that time frame. The result should be printed, and contain only the integer representing the total number of logins during the peak hours.","cat << EOF > server.log
9:15 Login Success
9:30 Login Success
13:00 Login Success
23:20 Login Success
23:40 Login Success
1:59 Login Success
EOF",,cat server.log | grep -E '^(21|22|23):..' | wc -l,,check/integer-match.py
7_bootstrap.json_33,"As a student, you are requested to find the total number of files and directories inside a specific directory, including its subdirectories. The output should be an integer representing the total count without any extra information. The given directory will be named “project_directory"".

The given directory is `./project_directory`","#!/bin/bash

# Create a directory with a specific structure
mkdir -p project_directory/subdir1/subdir1_1
mkdir -p project_directory/subdir1/subdir1_2
mkdir -p project_directory/subdir2/subdir2_1
mkdir -p project_directory/subdir3

# Add some files
touch project_directory/file1.txt
touch project_directory/subdir1/file2.txt
touch project_directory/subdir1/subdir1_1/file3.txt
touch project_directory/subdir1/subdir1_2/file4.txt
touch project_directory/subdir2/file5.txt
touch project_directory/subdir2/subdir2_1/file6.txt
touch project_directory/subdir3/file7.txt",,find project_directory -type f -o -type d 2>/dev/null | wc -l,,check/integer-match.py
7_bootstrap.json_34,"In this problem, you need to find the number of non-empty lines in a log file, which contains records of various system activities. First, you will initialize a log file named `system_logs.txt` with random content, then you will write a program in the Linux (Ubuntu) operating system to count the number of non-empty lines. The result should be an integer.","# Randomly generate a log file system_logs.txt
cat /dev/urandom | tr -dc 'a-zA-Z0-9!@#$%^&*()_+-=[]{}|;:"",.<>/?\` ~\n' | head -c 5000 > system_logs.txt
# Add some empty lines to system_logs.txt
for i in {1..20}; do
  if (( $i % 3 == 0 )); then
    sed -i ""${i}s/$/\n/"" system_logs.txt
  fi
done",,"# Find the number of non-empty lines in system_logs.txt and print the result
grep -c -v ""^$"" system_logs.txt",,check/integer-match.py
7_bootstrap.json_35,"As a student, you are given a directory that contains several subdirectories. Each subdirectory contains a few text files. Your task is to find the total number of lines in all text files combined, and submit it as the answer. It is crucial to ensure you only count the lines from text files (.txt) and ignore other file types. Use the built-in Linux commands to achieve this.

The given directory is `./student_directory`","#!/bin/bash
mkdir -p ~/student_directory/dir1
mkdir -p ~/student_directory/dir2
echo ""Line 1"" > ~/student_directory/dir1/file1.txt
echo ""Line 1"" > ~/student_directory/dir1/file2.txt
echo ""Line 1"" > ~/student_directory/dir1/not_text_file.sh
echo ""Line 1"" > ~/student_directory/dir2/file3.txt
echo ""Line 1"" > ~/student_directory/dir2/file4.txt
echo ""Line 1"" > ~/student_directory/dir2/file5.txt
chmod -R 755 ~/student_directory",,"find ~/student_directory -type f -name ""*.txt"" -exec wc -l {} \; | awk '{ total += $1 } END { print total }'",,check/integer-match.py
7_bootstrap.json_36,You are given a folder named 'files' containing several text files. You have to find the total sum of all the integers present across all the text files. Integers can be positive or negative and may be more than one per line. The integers are separated by whitespace or special characters. ,"#!/bin/bash
mkdir files
echo ""5, 3 2"" > files/file1.txt
echo ""One million, Two thousand = 100^-1 -88"" > files/file2.txt
echo ""Bubble Sort is O(n^2) -17 -6"" > files/file3.txt",,"#!/bin/bash
cd files
sum=0
# Read all files in folder
for file in $(ls) ;
do
        # Extract integers from each file and add them to the sum
        for number in $(grep -o -E '[-+]?[0-9]+' $file) ;
        do
                sum=$(($sum + $number))
        done
done
# Print the total sum of integers
echo $sum",,check/integer-match.py
7_bootstrap.json_37,"As a student, you are tasked with determining the number of directories and subdirectories in a given directory tree, specifically in the `/var/log` directory on an Ubuntu Linux operating system. Your task must be performed entirely through the command line using provided Linux tools.

You are required to write a shell script that will count the number of directories, both direct and nested, in the `/var/log` directory and output the total number in the form of an integer.",,,"#!/bin/bash
find /var/log -type d | wc -l",,check/integer-match.py
7_bootstrap.json_38,"As a Linux system administrator, you need to monitor the disk usage of the `/home` directory because it is very important to ensure that the system runs smoothly. You have to determine the total number of files with the `.log` extension that are larger than 500 KB in size within the `/home` directory and its subdirectories.
","#!/bin/bash
mkdir -p /home/testdir{1..3}
touch /home/testdir1/file{1..3}.log
touch /home/testdir2/file{4..6}.log
touch /home/testdir3/file{7..9}.log

truncate -s 300KB /home/testdir1/file1.log
truncate -s 600KB /home/testdir1/file2.log
truncate -s 550KB /home/testdir1/file3.log
truncate -s 400KB /home/testdir2/file4.log
truncate -s 200KB /home/testdir2/file5.log
truncate -s 700KB /home/testdir2/file6.log
truncate -s 800KB /home/testdir3/file7.log
truncate -s 500KB /home/testdir3/file8.log
truncate -s 250KB /home/testdir3/file9.log",,"find /home -type f -name ""*.log"" -size +500k | wc -l",,check/integer-match.py
7_bootstrap.json_39,"As a student, you are asked to find the total number of lines of code in all the "".c"" and "".h"" files in a given directory (including its subdirectories). The question will test your ability to navigate the Linux file system, use basic commands to filter and manipulate the data.

The given directory is `./test_directory`","#!/bin/bash
mkdir -p test_directory
cd test_directory
mkdir -p subdir1 subdir2 subdir2/subsubdir
echo ""int main() {}"" > program1.c
echo ""void func() {}"" > subdir1/program2.c
echo ""struct example {};"" > subdir2/program3.h
echo ""int hello() {}"" > subdir2/subsubdir/program4.c
echo ""#include <stdio.h>"" > includes.h",,"#!/bin/bash
find . -type f \( -iname \*.c -o -iname \*.h \) -print0 | xargs -0 wc -l | awk '{total_lines += $1} END {print total_lines}'",,check/integer-match.py
7_bootstrap.json_40,"A company stores their employee information in the form of text files in a folder called 'employees'. Each employee has a file named {employee_id}.txt, and each file contains numbered tasks assigned to the respective employee. The tasks are labeled as either 'urgent' or 'normal', and the label is followed by a colon and a positive integer denoting the time it takes to complete the task (in minutes).

The folder 'employees' contains the following six files: 101.txt, 102.txt, 103.txt, 104.txt, 105.txt, and 106.txt. Your task is to find the total amount of time, in minutes, needed to complete all urgent tasks assigned to all employees. The final result should be a single integer, which is the sum of urgent task times.

Example of task list in an employee's file:
```
urgent:30
normal:10
urgent:20
normal:15
```","#!/bin/bash

mkdir employees
echo -e ""urgent:30\nnormal:10\nurgent:20\nnormal:15"" > employees/101.txt
echo -e ""normal:20\nurgent:40\nnormal:10\nurgent:15"" > employees/102.txt
echo -e ""normal:25\nnormal:15\nurgent:35\nnormal:10"" > employees/103.txt
echo -e ""urgent:10\nurgent:20\nnormal:30\nnormal:15"" > employees/104.txt
echo -e ""normal:35\nnormal:20\nurgent:25\nurgent:15"" > employees/105.txt
echo -e ""normal:10\nnormal:15\nurgent:20\nnormal:30"" > employees/106.txt",,"#!/bin/bash

# Calculate the sum of all urgent task times
total_time=0
for file in employees/*.txt; do
  while read -r task; do
    time=$(echo $task | cut -d ':' -f 2)
    total_time=$((total_time + time))
  done < <(grep '^urgent:' ""${file}"")
done

echo $total_time",,check/integer-match.py
7_bootstrap.json_41,"As a student, you are required to find the total number of regular files and directories inside a given folder (including sub-directories). The folder will be located in the home directory, named ""exp_folder"". You should write a bash script to count the number of regular files and directories separately and then output the sum of them.","#!/bin/bash

# Create exp_folder in the home directory
mkdir ~/exp_folder

# Create subdirectories and files for the problem
mkdir ~/exp_folder/dir1
mkdir ~/exp_folder/dir2
touch ~/exp_folder/file1.txt
touch ~/exp_folder/file2.txt
touch ~/exp_folder/dir1/file3.txt
touch ~/exp_folder/dir1/file4.txt
touch ~/exp_folder/dir2/file5.txt",,"#!/bin/bash

# Find the number of regular files and directories within exp_folder
file_count=$(find ~/exp_folder -type f | wc -l)
dir_count=$(find ~/exp_folder -type d | wc -l)

# Calculate and print the total count
total_count=$((file_count + dir_count))
echo $total_count",,check/integer-match.py
